x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,y
10.54753793,Jun,19.11182571,-75.20314206,1.381915793,9.861940953,30.59129355,$260.76 ,-132.5895446,12.83397801,-63.25876206,0.00%,7.388270056,volkswagon,wednesday,15.63294322,4.132636253,small,1
12.34757959,Aug,6.785366725,-10.61060278,-0.085483026,3.667532953,2.151164905,"($2,159.09)",112.5587227,42.8439642,85.32175611,0.01%,3.019275154,Honda,wed,-16.14620548,2.16367369,small,0
-2.325900593,May,-16.20682804,7.045368114,0.2165706,2.101861699,1.234000038,($875.99),142.6270078,-34.30772376,-75.98915683,0.01%,1.120910943,bmw,thurday,2.783400869,-0.107591089,small,1
21.58686328,Jun,30.03591101,-18.45211102,0.130084523,-6.481329607,27.54171242,($494.82),-23.60397814,-13.4762584,-55.27487886,0.00%,-0.950229245,bmw,wed,-3.818500978,-0.637418768,small,1
-32.29787842,sept.,-7.245849716,-19.83367416,-0.380867225,12.33285302,-15.56922069,"($1,592.15)",106.1815174,-22.73649028,131.6260207,-0.01%,-3.335386634,volkswagon,wed,11.09996737,-3.351527878,small,0
-25.46659428,July,-16.73113241,-11.78037467,3.687969139,10.45734885,5.137058463,$480.50 ,99.24251241,2.398352916,-63.22722441,-0.01%,-4.430299274,volkswagon,thurday,-11.86826041,0.398029596,small,1
19.95720955,Aug,-14.47489556,-9.982661209,-3.782938332,13.36186494,-2.304664622,$922.08 ,-68.68112149,-5.414339415,62.65741572,0.02%,-4.871460718,volkswagon,thurday,-16.46671979,-7.105238485,small,1
33.85504955,sept.,4.914722647,18.2365737,-1.292143462,-9.51366625,11.77583612,$967.21 ,-34.88215886,24.81958838,-6.175175274,0.01%,14.06030969,chrystler,wed,-11.4931107,2.24894219,small,1
35.03291071,Jun,-18.56277789,-12.26589744,-0.175581473,-6.094010115,-20.79048163,"$1,155.44 ",-36.34077728,-8.54324641,-20.20516371,0.00%,6.727451341,bmw,thurday,9.449889845,-3.622999293,small,0
-57.2308841,Aug,-1.434299075,2.427873588,-0.789196444,10.29164721,10.2933521,$266.76 ,66.91207099,-63.18784995,-77.92766062,0.02%,1.160510925,tesla,thurday,-5.219078092,1.710534938,small,0
4.401089942,Mar,7.220176373,18.6892398,2.80126954,16.34227373,23.88668356,($694.79),-336.1777989,-52.31028587,26.4127036,-0.02%,-0.648358129,bmw,tuesday,27.0882391,2.46127982,small,1
-18.76334409,Jun,0.35056919,-40.24248441,-4.240755978,2.376574581,8.544329201,"($1,036.93)",248.6955779,-81.0513155,25.94392127,0.01%,-8.634977534,Toyota,wednesday,30.13286997,3.263117712,small,0
-29.70255836,Oct,-5.279835667,42.95546657,-2.965052371,8.063947812,4.221224421,$420.43 ,166.7021907,30.76842797,-64.61396028,0.01%,-13.48227935,bmw,thurday,-12.05546207,-2.365734816,small,0
37.78060153,Jun,-13.52786096,15.74679203,-1.705734061,-8.868178012,5.288520972,$94.50 ,-227.8636137,12.65322381,34.44796261,0.00%,1.008799615,volkswagon,thurday,-22.68464225,0.465201241,small,1
-4.740874793,sept.,-1.591030088,-16.64770956,1.413090403,-15.58843409,-19.32442483,"$2,413.08 ",-207.3410186,8.366866824,-63.72999091,-0.01%,4.69438769,nissan,thurday,6.639976651,-1.373483995,small,1
61.11482316,July,13.72893186,-65.80856084,-2.944105137,5.771940635,28.86933358,($41.20),-214.5497446,37.92541453,79.65785131,-0.01%,-1.905853385,bmw,wed,11.66688667,-5.558678627,small,0
-42.78754791,Jun,-0.246253705,3.070236951,-5.912624677,11.42056518,-4.569234987,"($1,132.15)",171.7906563,63.39032901,39.9267028,0.02%,3.114473358,Honda,tuesday,0.511840371,-1.093229113,small,1
30.27333133,July,2.396031984,17.67941315,-4.764934193,-6.293512663,-11.79337504,$876.42 ,-34.46054533,-1.379613367,26.01771915,0.01%,2.463359052,bmw,wed,13.72203513,-1.121639221,medium,1
32.78626681,sept.,-25.1319788,12.16763213,4.056704358,10.67199892,29.70463775,$629.61 ,153.206995,96.61979452,-199.2506699,0.01%,-2.361766337,chrystler,thur,1.43550983,2.047469313,small,0
22.81282157,Jun,9.259247165,1.392714721,2.264869935,0.48862815,16.90909226,$424.59 ,54.75944129,44.48686097,89.60881058,-0.01%,-9.077130679,volkswagon,wed,20.50129571,-3.425226616,small,1
-0.321318898,Aug,-7.873998453,45.75133982,1.970939887,13.31209463,6.898432024,($417.02),113.645822,0.101731144,-57.69239417,0.00%,3.691844374,volkswagon,wed,6.79577194,3.367188958,small,0
-5.590803035,July,10.51345235,-52.74153119,-4.321592998,10.24546314,20.4159438,($875.00),67.17878221,-9.901985892,-10.67147002,0.01%,0.271313513,volkswagon,thur,29.9094565,-0.99724691,medium,1
-21.98031628,May,2.401960751,5.216819591,-0.442734138,-4.720006798,13.9510586,($692.07),23.00873969,13.04430327,-54.30745485,0.00%,4.099393745,Toyota,wed,16.1703379,3.053164172,small,1
6.911106332,Aug,-0.760269993,-25.72638618,1.222241536,10.90837735,-12.90850822,$400.99 ,-182.5417451,-30.7264968,94.03919928,0.00%,-6.618791505,bmw,wednesday,-8.700691312,-8.597259153,medium,1
49.48403439,Aug,6.805983999,20.36533248,5.655327535,-8.539870758,0.779698534,$140.33 ,-227.1561017,62.6996865,38.54768582,-0.01%,-4.64908245,bmw,thurday,3.951338597,-2.966276748,large,0
31.8753794,Apr,26.34412327,-29.02116881,-3.172916545,-24.1977351,9.563153299,$222.59 ,-52.35937686,42.23615074,-39.34795822,0.01%,9.238672558,Honda,wed,6.711801021,-1.175499513,small,0
-32.56764332,July,-8.5374178,30.02140513,-1.36068167,11.87948584,5.89755435,"($1,138.20)",141.5180282,9.706551343,25.99846471,0.02%,5.222990684,Toyota,wed,-36.48025446,1.317370712,small,0
4.897767943,Aug,-20.59876825,-33.03287145,-0.356806664,15.50299027,-32.34826569,$548.06 ,-103.1720432,48.87111604,89.91934233,-0.01%,11.90744429,Honda,wed,-11.18256026,-6.45455261,medium,1
-1.495717939,sept.,-11.67023175,49.68410149,8.000558141,-2.516310755,-18.33071551,"($1,359.58)",-10.39633898,38.75970142,58.09390023,0.01%,-0.503626969,volkswagon,wed,-15.14241251,-0.512015525,medium,1
-30.91457697,July,-15.30871152,13.58194208,7.207638491,4.239044605,4.967047555,($562.49),-158.0512607,-58.24861842,-167.1869678,0.00%,-5.82295975,bmw,wed,-3.692761247,-0.348542382,small,0
41.46408382,sept.,-8.94110419,28.60451791,-3.847106621,-1.527909365,-5.685744814,$41.60 ,24.07918108,-20.62822256,68.36763271,0.00%,-4.540264387,bmw,wed,-3.481454107,-1.173374005,small,1
15.67553668,July,-15.35944272,4.198797174,-1.573013597,7.259556729,7.25666057,"($1,269.75)",51.69730691,-32.28451146,-21.51170285,0.01%,-6.596497208,bmw,wednesday,-7.066778365,-1.684163809,small,0
-25.70924358,May,8.880355817,-7.6080976,-4.109795226,6.16477226,-18.85343123,$143.61 ,243.1828315,-45.55723876,73.64916595,0.01%,4.96993643,Toyota,wed,8.751376318,-2.525653651,small,1
-16.17416186,Jun,-8.219410354,-25.11637738,6.102958002,12.53204269,-20.45269852,($488.38),145.6997125,34.62969554,-5.73756366,0.01%,1.844807589,volkswagon,wed,-8.335391524,-3.214932969,small,0
-14.54140457,July,17.9589821,31.80257595,4.236239156,-12.82717831,2.148771041,$815.20 ,22.0016087,-15.72932836,-67.97068502,0.00%,-9.744128327,volkswagon,wednesday,-6.710140514,-3.149105475,small,0
38.04887052,July,0.856061166,-47.70565449,-0.804915877,3.36447713,-13.25172844,"$1,113.50 ",45.74261556,33.87663323,-50.37595341,-0.01%,5.906963517,Toyota,wed,28.26834258,3.345883043,small,0
2.669734599,Jun,-10.37656729,12.19190933,1.994231658,-13.58247136,-16.79812301,"($1,325.82)",-1.02280185,-39.60033294,61.45619002,0.00%,-4.455795217,Toyota,thurday,-4.765101233,-4.267887692,small,1
27.02986756,May,-10.34328716,18.05582287,10.99858376,11.59606216,-4.295694984,($41.79),-50.28954575,29.65811393,-55.87379528,0.00%,-8.377906728,Toyota,thur,-37.62636048,3.495033579,small,1
-10.69516964,Jun,-34.04888677,-41.57313579,-4.066636096,-5.281511247,-2.472472086,$304.05 ,-139.4414275,-89.55055948,-227.1857973,-0.02%,-0.125379941,Toyota,wednesday,-0.38801595,0.665061697,small,1
13.76481285,May,4.295113736,-11.37837405,1.631085365,10.21601228,-0.727341839,$627.31 ,-122.9827471,-3.338294243,29.32353679,0.01%,0.022787193,volkswagon,tuesday,1.457786574,-4.556486283,small,0
17.77417317,May,25.27069734,16.95635946,-0.564672902,-1.491786531,-0.866574413,"$1,079.29 ",-121.1815123,19.7646408,8.459817835,-0.01%,-1.575845291,bmw,wednesday,0.908505518,3.111787306,small,1
13.43135178,Aug,-7.388506865,-26.71657137,-4.910919583,5.053002607,10.89512089,$890.62 ,73.62145117,38.53803325,-103.890179,0.01%,-13.57916238,volkswagon,thurday,-13.28267333,1.73410291,small,1
35.24995818,sept.,-17.37869745,18.63596193,4.116994246,-16.50854832,13.09422218,($920.54),-22.6891483,-2.311329078,-58.65298169,0.00%,-3.265423301,bmw,wednesday,3.202423023,-0.513243615,small,1
43.05884336,Aug,9.759675409,10.1899818,6.635727685,-19.87352511,15.63495051,($174.25),-143.2089491,53.86727382,25.27451699,-0.01%,-1.427018258,volkswagon,thurday,-0.347126861,-1.953074393,small,1
8.083113399,July,-23.06176938,52.41909701,0.260520707,0.763770512,3.446408655,"($1,295.36)",82.93785043,-22.65013731,52.94557747,0.01%,4.307753968,volkswagon,wed,-10.11849049,0.620288252,small,0
-16.6046689,Aug,-3.657002204,74.53295747,4.072686891,2.23779966,14.61520493,$705.52 ,105.1921283,-24.83916028,-40.09773483,0.01%,-1.416299436,Toyota,wednesday,20.7054206,-2.564549086,small,0
3.056770111,sept.,-17.25926796,-16.44087309,0.609993,2.500573262,-24.60667082,$911.30 ,-32.23007032,42.81564079,-86.10222401,0.01%,-4.471999307,volkswagon,wed,-0.033684693,3.986430664,small,0
18.39426462,May,25.03211363,-32.59295752,-5.91551277,15.29423574,-16.09911487,$521.80 ,-312.1778837,-55.29620981,-153.0560874,-0.01%,2.030992857,volkswagon,thur,18.38267655,2.407693547,small,0
3.632705379,Jun,14.35502208,-125.1362979,2.672879256,2.957667519,0.863646922,"$1,125.44 ",-99.04512643,16.55728485,-28.13900446,-0.02%,-4.087647599,tesla,wed,21.84548491,3.336314092,small,1
14.97501799,sept.,-21.13772086,-40.9399187,0.743690867,14.17738137,-10.81118493,"($1,038.03)",67.25928797,-26.75011155,3.666588073,0.00%,9.970866598,Toyota,thurday,-0.689939661,0.010347607,small,0
-0.809987898,sept.,-22.67199335,-43.74791722,-4.907760748,8.078949704,35.4684129,($548.65),136.1686293,55.28069132,-190.2600548,0.01%,-6.364365899,Toyota,thurday,9.72815641,0.565261484,small,1
9.728015802,Aug,-7.02700914,13.57756279,-4.764602628,7.530729986,14.87278388,($196.51),-54.81625274,-55.91898421,2.653758662,0.01%,6.635395645,Toyota,thurday,-2.879907514,0.003687929,small,1
3.344692991,July,-13.5042067,-13.18089644,-3.896588479,-13.53327147,53.15734826,($407.29),-60.696923,4.651584143,-72.72441602,0.01%,1.451735172,bmw,wed,-7.613645107,5.017178351,large,1
51.56700569,July,-20.05955003,-36.74291027,3.432297711,-4.139381097,-0.959864861,"($2,109.53)",-271.9960002,-28.28519442,59.07418626,0.00%,-1.223550736,volkswagon,thurday,1.184905564,-2.59828921,small,0
-3.897105902,Aug,-32.67927979,-76.72329013,0.642531069,31.01674112,9.494733902,"$1,560.56 ",94.79034313,9.733604513,-257.1500522,0.01%,3.07082512,tesla,wednesday,3.809622002,5.603256526,small,0
8.386707676,Jun,10.3530317,-71.34487746,-0.329073036,-0.846593698,-2.602032988,$419.79 ,-81.95203317,15.16554511,20.94999917,-0.01%,0.493933192,Toyota,wed,-1.498976703,-5.569358544,small,0
-17.67235249,Aug,-17.36110407,-41.41029093,6.423690633,5.94883547,-6.647168724,($521.73),44.24703944,-81.97709003,-62.64284093,0.00%,-3.522048929,Honda,thurday,-1.80844149,0.347438615,small,1
32.0891207,July,-23.09225599,-107.3771748,-1.448225707,22.33385938,35.97759505,$408.12 ,54.77468752,4.027863844,-222.5034106,0.00%,-0.644605043,bmw,wed,6.028187272,0.16093334,small,1
74.711159,May,-5.783761139,-18.86922081,-5.373462048,-3.788710123,17.84336388,$638.96 ,-120.6439473,25.35777731,-74.06541123,-0.02%,-7.06907695,chrystler,thurday,-2.871639713,0.449454394,small,1
-9.449661656,July,-6.224636399,-17.52029794,3.243971952,8.918983035,50.29528071,($115.93),6.503364062,47.716304,-83.78175933,-0.02%,-5.047211917,volkswagon,wed,11.02400451,-5.006898112,small,1
16.20722687,Oct,6.535563612,-4.922535443,1.860285198,-8.321923776,-12.02898394,$63.99 ,-95.82812966,-4.961639694,-21.48491133,0.01%,-8.63723196,Honda,wed,-10.4734842,-0.713968764,small,0
19.27217985,Jun,0.96035453,10.41425104,-1.375076673,10.86777883,8.337617039,($544.41),-75.6307673,1.957000052,52.15147652,-0.01%,3.642582716,Honda,wednesday,-7.765708204,-3.635574553,small,0
60.85767804,July,3.154592202,-37.99325532,3.930878601,-8.425989714,-21.10284662,$667.99 ,-153.708869,35.82832539,-0.129992453,0.01%,-0.719805405,Honda,thur,-30.8452704,-4.71532884,small,1
30.5436414,Jun,-14.79951181,-44.6496535,0.84401236,20.03183609,-4.780878632,"($2,135.04)",2.017935019,-14.54891455,19.78000084,0.00%,7.710358576,bmw,thurday,11.38690124,-1.620780672,small,1
7.430397814,Jun,2.680992663,27.26392853,-2.186421648,-17.68393972,-11.21495286,($244.93),106.7428922,38.91233049,-2.991727903,-0.01%,-6.199115555,Toyota,wed,-24.07484343,0.566594365,small,1
7.751129232,Jun,3.410800585,0.593737595,-5.709761691,-21.94493086,-11.54922996,"$1,380.03 ",-55.51826216,22.95539857,-9.157071648,0.00%,3.828692944,tesla,thurday,5.786804215,1.994376485,small,0
10.4575904,sept.,7.881961424,-33.41739701,-7.665340768,10.20575083,20.3506253,$125.43 ,-9.516422644,-62.9863819,5.839851438,0.00%,-1.107876082,Honda,wednesday,-13.08977027,-0.733959286,small,0
-19.80323971,July,-4.796884954,1.935873094,-0.393392406,6.857110012,-7.707617587,"($1,160.86)",159.163926,-41.42944147,-55.27160503,-0.01%,1.412043851,Toyota,wed,-16.05011386,-1.836003904,small,1
-5.17453518,July,-4.094278678,13.79872963,0.939411962,-2.081181449,-29.62629838,"($1,162.64)",154.4158943,53.255616,143.8891675,0.01%,1.579809342,volkswagon,thur,-17.58050205,-5.204903207,small,1
40.20845434,May,4.136858428,40.08563974,0.075793297,0.545374771,-1.823037748,$660.27 ,-200.7333268,49.78109622,39.20016713,-0.01%,5.872055175,bmw,wed,-0.307088573,-0.007410528,small,1
-3.563000036,July,-0.294939743,-3.45559117,4.327895629,8.490294782,7.049579869,($451.04),-209.2782479,0.454047156,-112.9607662,-0.02%,2.699230645,Honda,thur,4.184402892,1.82437853,small,1
10.03634051,Jun,-3.384696534,-23.43853505,-4.742246798,19.40822101,6.255727739,"($1,488.36)",-16.3200701,-10.90204937,69.5707068,0.01%,7.252042792,bmw,wednesday,-5.473466018,-5.248600452,small,0
-16.56677095,Aug,4.760037606,-15.09320721,3.341461417,-2.542058579,24.93698034,"$1,397.71 ",-12.13403482,1.220244491,-60.85651513,-0.01%,-1.205785746,Toyota,thurday,-8.840948132,0.624111769,small,0
